/hpc2hdd/home/lsheng847/1122321/FakeVideoDetection/data/DFDC/audio/cdphtzqrvp.wav,252,0,1,0,IT'S NOT DOING ANYTHING TO WHERE IT'S AFFECTING OTHER PEOPLE I DON'T SEE ANYTHING WRONG WITH IT I KNOW PERSONALLY I'VE SEEN TATTOOS AND THEY
/hpc2hdd/home/lsheng847/1122321/FakeVideoDetection/data/DFDC/audio/dkdwxmtpuo.wav,252,0,1,0,KNOW I DON'T THINK THEY SHOULD COVER MY INSURANCE I THINK THEY SHOULD PAY OUT OF POCKET YOU SHOULD BE HAPPY WITH THE WAY YOU'RE LOOKING AND IF YOU'RE NOT HAPPY UNLESS THERE WAS AN EMERGENCY
/hpc2hdd/home/lsheng847/1122321/FakeVideoDetection/data/DFDC/audio/dzqwgqewhu.wav,252,0,1,0,LIKE THEY LOOK LIKE THEY'RE JUST CAREFREE AND HAVING FUN LIKE I LOVE JERSEY SHORE THAT OH MY GOSH POLLY OH JESUS HE IS HE'S AMAZING
/hpc2hdd/home/lsheng847/1122321/FakeVideoDetection/data/DFDC/audio/dbnygxtwek.wav,252,1,1,1,DON'T I HONESTLY DON'T KNOW CHIPS YOU GET THAT CRUNCH DON'T AS YOU GET THAT LIKE SOFT SWEET AND THERE'S CHOCOLATE JUST MELTS
/hpc2hdd/home/lsheng847/1122321/FakeVideoDetection/data/DFDC/audio/bgwmmujlmc.wav,252,1,1,1,SOMETHING THAT THE PERSON CANNOT BE AROUND THAT ENVIRONMENT OR THAT OR THAT FOOD
/hpc2hdd/home/lsheng847/1122321/FakeVideoDetection/data/DFDC/audio/bguwlyazau.wav,252,0,1,0,AND CLOSE ROTATE YOUR HEAD TO YOUR LEFT BACK FORWARD TO THE RIGHT AND BACK
/hpc2hdd/home/lsheng847/1122321/FakeVideoDetection/data/DFDC/audio/bwipwzzxxu.wav,252,1,1,1,WOULD RATHER WORK FROM HOME ON SOME DAYS AND THEN OFFICE SOME DAYS IF THAT'S A CHOICE I THINK IT PROVIDES THE EQUAL BENEFIT AND
/hpc2hdd/home/lsheng847/1122321/FakeVideoDetection/data/DFDC/audio/dgmevclvzy.wav,252,0,1,0,JUST LIKE OH MY GOD AND THE GUY JUST KEPT DRIVING SO I WAS LIKE YEAH LET ME GO AND CALL THE COPS IT WAS TERRIBLE IS RIGHT THE PUMPKIN PATCH LIKE UP THE ROAD I FORGOT WHAT STREET THAT'S ON LIKE IN HAM RADIO OR WHATEVER
/hpc2hdd/home/lsheng847/1122321/FakeVideoDetection/data/DFDC/audio/egbbcxcuqy.wav,252,0,1,0,THE TYPES OF SHOWS THAT ARE BEST FOR BINGE WATCHING ARE SHOWS THAT ARE INFLUENTIAL SHOWS THAT ARE REAL SHOWS THAT KIND OF PORTRAY REAL
/hpc2hdd/home/lsheng847/1122321/FakeVideoDetection/data/DFDC/audio/cmbzllswnl.wav,252,1,1,1,IF YOU STUDY YOU WORK IF YOU HAVE A LOT OF JOB TO DO YOU NEED SLEEP
/hpc2hdd/home/lsheng847/1122321/FakeVideoDetection/data/DFDC/audio/dzieklokdr.wav,252,0,1,0,GIVE ME ANGRY FACE ANGRY ANGRY
/hpc2hdd/home/lsheng847/1122321/FakeVideoDetection/data/DFDC/audio/eudeqjhdfd.wav,252,1,1,1,WHAT'S YOUR EXPERIENCE AND JUST LIKE YOU KNOW EATING BETWEEN US I DON'T LIKE TO GO TO THE RESTAURANTS HERE A LOT BECAUSE THE FIRST THING WHICH ANNOYS ME
